date,currency_code,Country,local_price,dollar_ex,dollar_price,Year,Code,gdp_growth,GDP_Per_Capita,GDP,country_code,region,sub_region,GDP_log10
5/1/2006,MXN,Mexico,29,11,2.64,2006,MEX,1.143584587,9587.636339,1.06246E+12,484,Americas,Latin America and the Caribbean,
5/1/2006,NZD,New Zealand,4.45,1,4.45,2006,NZL,-1.008893927,33961.9017,1.44671E+11,554,Oceania,Australia and New Zealand,
5/1/2006,NOK,Norway,43,6,7.17,2006,NOR,0.480744476,90917.49861,4.33514E+11,578,Europe,Northern Europe,11.63700303
5/1/2006,PKR,Pakistan,130,60,2.17,2006,PAK,1.701405465,989.1906463,1.69794E+11,586,Asia,Southern Asia,
5/1/2006,PEN,Peru,9.5,3,3.17,2006,PER,9.126568301,4716.197262,1.34706E+11,604,Americas,Latin America and the Caribbean,
5/1/2006,PHP,Philippines,85,52,1.63,2006,PHL,4.152756843,2016.814655,1.83332E+11,608,Asia,South-eastern Asia,
5/1/2006,PLN,Poland,6.5,3,2.17,2006,POL,4.249685342,11801.60844,4.49945E+11,616,Europe,Eastern Europe,11.6531597
5/1/2006,SAR,Saudi Arabia,9,3,3,2006,SAU,6.249772755,19832.65133,5.13438E+11,682,Asia,Western Asia,
5/1/2006,SGD,Singapore,3.6,1,3.6,2006,SGP,1.868212395,43216.24919,2.09141E+11,702,Asia,South-eastern Asia,
5/1/2006,ZAR,South Africa,13.95,6,2.32,2006,ZAF,3.191046741,7432.094467,3.69966E+11,710,Africa,Sub-Saharan Africa,
5/1/2006,LKR,Sri Lanka,190,102,1.86,2006,LKA,5.950088145,2538.087619,50721102373,144,Asia,Southern Asia,
5/1/2006,SEK,Sweden,33,7,4.71,2006,SWE,-0.557058102,52773.29292,4.86551E+11,752,Europe,Northern Europe,11.68712802
5/1/2006,CHF,Switzerland,6.3,1,6.3,2006,CHE,2.154701861,75793.63304,5.79645E+11,756,Europe,Western Europe,11.76316215
5/1/2006,THB,Thailand,60,38,1.58,2006,THA,1.725667908,4801.876759,3.19474E+11,764,Asia,South-eastern Asia,
5/1/2006,TRY,Turkey,4.2,1,4.2,2006,TUR,0.845251454,10602.85658,7.46638E+11,792,Asia,Western Asia,
5/1/2006,UAH,Ukraine,8.5,5,1.7,2006,UKR,2.304028779,3322.003836,1.5367E+11,804,Europe,Eastern Europe,11.18658886
1/1/2012,CAD,Canada,4.73,1,4.73,2012,CAN,2.868453969,50309.1599,1.78283E+12,124,Americas,Northern America,
5/1/2006,UYU,Uruguay,42.28,23,1.84,2006,URY,7.176144662,10732.01128,35847289439,858,Americas,Latin America and the Caribbean,
1/1/2007,ARS,Argentina,8.25,3,2.75,2007,ARG,-5.918525076,9502.243585,3.84677E+11,32,Americas,Latin America and the Caribbean,
1/1/2007,AUD,Australia,3.45,1,3.45,2007,AUS,1.936905392,51767.35024,1.12292E+12,36,Oceania,Australia and New Zealand,
1/1/2007,BRL,Brazil,6.4,2,3.2,2007,BRA,-0.125811999,10594.98659,2.05422E+12,76,Americas,Latin America and the Caribbean,
7/1/2012,CAD,Canada,5.12,1,5.12,2012,CAN,2.868453969,50309.1599,1.78283E+12,124,Americas,Northern America,
1/1/2007,CLP,Chile,1670,540,3.09,2007,CHL,-1.564239443,12227.21453,2.06471E+11,152,Americas,Latin America and the Caribbean,
1/1/2007,CNY,China,11,7,1.57,2007,CHN,9.399813171,4132.902312,5.50197E+12,156,Asia,Eastern Asia,
1/1/2007,COP,Colombia,6900,2239,3.08,2007,COL,1.205422095,6126.995515,2.74183E+11,170,Americas,Latin America and the Caribbean,
1/1/2007,CRC,Costa Rica,1130,509,2.22,2007,CRI,-0.970548313,7854.95283,35510199456,188,Americas,Latin America and the Caribbean,
1/1/2007,CZK,Czech Republic,52.1,21,2.48,2007,CZE,-4.802572091,19424.27306,2.02866E+11,203,Europe,Eastern Europe,11.30720898
1/1/2007,DKK,Denmark,27.75,5,5.55,2007,DNK,-4.906547728,57229.03989,3.16081E+11,208,Europe,Northern Europe,11.49979897
1/1/2007,HUF,Hungary,590,194,3.04,2007,HUN,-6.600993646,12977.63532,1.3007E+11,348,Europe,Eastern Europe,11.11417813
1/1/2007,IDR,Indonesia,15900,9090,1.75,2007,IDN,4.628871183,2979.004714,7.10852E+11,360,Asia,South-eastern Asia,
1/1/2007,JPY,Japan,280,121,2.31,2007,JPN,-5.416412797,42724.76037,5.47078E+12,392,Asia,Eastern Asia,
1/1/2007,MYR,Malaysia,5.5,3,1.83,2007,MYS,-1.513528719,8559.2345,2.37391E+11,458,Asia,South-eastern Asia,
1/1/2007,MXN,Mexico,29,10,2.9,2007,MEX,-5.285744137,8947.741474,1.0063E+12,484,Americas,Latin America and the Caribbean,
1/1/2007,NZD,New Zealand,4.6,1,4.6,2007,NZL,-0.213698252,33552.21254,1.44362E+11,554,Oceania,Australia and New Zealand,
1/1/2007,NOK,Norway,41.5,6,6.92,2007,NOR,-1.690996963,88259.96772,4.26183E+11,578,Europe,Northern Europe,11.62959633
1/1/2007,PKR,Pakistan,140,60,2.33,2007,PAK,2.831658519,994.7354492,1.74602E+11,586,Asia,Southern Asia,
1/1/2007,PEN,Peru,9.5,3,3.17,2007,PER,1.095823659,4729.735977,1.36182E+11,604,Americas,Latin America and the Caribbean,
1/1/2007,PHP,Philippines,85,49,1.73,2007,PHL,1.14833222,2006.593843,1.85438E+11,608,Asia,South-eastern Asia,
1/1/2007,PLN,Poland,6.9,2,3.45,2007,POL,2.820183973,12126.21561,4.62635E+11,616,Europe,Eastern Europe,11.66523808
1/1/2007,SAR,Saudi Arabia,9,3,3,2007,SAU,-2.059268194,18883.19984,5.02865E+11,682,Asia,Western Asia,
1/1/2007,SGD,Singapore,3.6,1,3.6,2007,SGP,0.12100381,41983.06701,2.09394E+11,702,Asia,South-eastern Asia,
1/1/2007,ZAR,South Africa,15.5,7,2.21,2007,ZAF,-1.538089334,7216.658045,3.64275E+11,710,Africa,Sub-Saharan Africa,
1/1/2007,LKR,Sri Lanka,190,102,1.86,2007,LKA,3.538912053,2609.688012,52516077579,144,Asia,Southern Asia,
1/1/2007,SEK,Sweden,32,7,4.57,2007,SWE,-5.195897814,49606.83849,4.6127E+11,752,Europe,Northern Europe,11.66395515
1/1/2007,CHF,Switzerland,6.3,1,6.3,2007,CHE,-2.222107121,73189.19255,5.66765E+11,756,Europe,Western Europe,11.75340282
1/1/2007,THB,Thailand,62,35,1.77,2007,THA,-0.690733346,4744.756593,3.17267E+11,764,Asia,South-eastern Asia,
1/1/2007,TRY,Turkey,4.55,1,4.55,2007,TUR,-4.70446591,9976.15052,7.11513E+11,792,Asia,Western Asia,
1/1/2007,UAH,Ukraine,9,5,1.8,2007,UKR,-14.75854536,2844.32328,1.3099E+11,804,Europe,Eastern Europe,11.11723971
1/1/2013,CAD,Canada,5.41,1,5.41,2013,CAN,0.689906521,50279.58584,1.79513E+12,124,Americas,Northern America,
1/1/2007,UYU,Uruguay,55,23,2.39,2007,URY,4.243494178,11155.84525,37368467079,858,Americas,Latin America and the Caribbean,
6/1/2007,ARS,Argentina,8.25,3,2.75,2007,ARG,-5.918525076,9502.243585,3.84677E+11,32,Americas,Latin America and the Caribbean,
6/1/2007,AUD,Australia,3.45,1,3.45,2007,AUS,1.936905392,51767.35024,1.12292E+12,36,Oceania,Australia and New Zealand,
6/1/2007,BRL,Brazil,6.9,1,6.9,2007,BRA,-0.125811999,10594.98659,2.05422E+12,76,Americas,Latin America and the Caribbean,
7/1/2013,CAD,Canada,5.53,1,5.53,2013,CAN,0.689906521,50279.58584,1.79513E+12,124,Americas,Northern America,
6/1/2007,CLP,Chile,1565,526,2.98,2007,CHL,-1.564239443,12227.21453,2.06471E+11,152,Americas,Latin America and the Caribbean,
6/1/2007,CNY,China,11,7,1.57,2007,CHN,9.399813171,4132.902312,5.50197E+12,156,Asia,Eastern Asia,
6/1/2007,COP,Colombia,6900,1956,3.53,2007,COL,1.205422095,6126.995515,2.74183E+11,170,Americas,Latin America and the Caribbean,
6/1/2007,CRC,Costa Rica,1130,518,2.18,2007,CRI,-0.970548313,7854.95283,35510199456,188,Americas,Latin America and the Caribbean,
6/1/2007,CZK,Czech Republic,52.9,21,2.52,2007,CZE,-4.802572091,19424.27306,2.02866E+11,203,Europe,Eastern Europe,11.30720898
6/1/2007,DKK,Denmark,27.75,5,5.55,2007,DNK,-4.906547728,57229.03989,3.16081E+11,208,Europe,Northern Europe,11.49979897
6/1/2007,HUF,Hungary,600,180,3.33,2007,HUN,-6.600993646,12977.63532,1.3007E+11,348,Europe,Eastern Europe,11.11417813
6/1/2007,IDR,Indonesia,15900,9015,1.76,2007,IDN,4.628871183,2979.004714,7.10852E+11,360,Asia,South-eastern Asia,
6/1/2007,JPY,Japan,280,122,2.3,2007,JPN,-5.416412797,42724.76037,5.47078E+12,392,Asia,Eastern Asia,
6/1/2007,MYR,Malaysia,5.5,3,1.83,2007,MYS,-1.513528719,8559.2345,2.37391E+11,458,Asia,South-eastern Asia,
6/1/2007,MXN,Mexico,29,10,2.9,2007,MEX,-5.285744137,8947.741474,1.0063E+12,484,Americas,Latin America and the Caribbean,
6/1/2007,NZD,New Zealand,4.6,1,4.6,2007,NZL,-0.213698252,33552.21254,1.44362E+11,554,Oceania,Australia and New Zealand,
6/1/2007,NOK,Norway,40,5,8,2007,NOR,-1.690996963,88259.96772,4.26183E+11,578,Europe,Northern Europe,11.62959633
6/1/2007,PKR,Pakistan,140,60,2.33,2007,PAK,2.831658519,994.7354492,1.74602E+11,586,Asia,Southern Asia,
6/1/2007,PEN,Peru,9.5,3,3.17,2007,PER,1.095823659,4729.735977,1.36182E+11,604,Americas,Latin America and the Caribbean,
6/1/2007,PHP,Philippines,85,45,1.89,2007,PHL,1.14833222,2006.593843,1.85438E+11,608,Asia,South-eastern Asia,
6/1/2007,PLN,Poland,6.9,2,3.45,2007,POL,2.820183973,12126.21561,4.62635E+11,616,Europe,Eastern Europe,11.66523808
6/1/2007,SAR,Saudi Arabia,9,3,3,2007,SAU,-2.059268194,18883.19984,5.02865E+11,682,Asia,Western Asia,
6/1/2007,SGD,Singapore,3.95,1,3.95,2007,SGP,0.12100381,41983.06701,2.09394E+11,702,Asia,South-eastern Asia,
6/1/2007,ZAR,South Africa,15.5,6,2.58,2007,ZAF,-1.538089334,7216.658045,3.64275E+11,710,Africa,Sub-Saharan Africa,
6/1/2007,LKR,Sri Lanka,210,111,1.89,2007,LKA,3.538912053,2609.688012,52516077579,144,Asia,Southern Asia,
6/1/2007,SEK,Sweden,33,6,5.5,2007,SWE,-5.195897814,49606.83849,4.6127E+11,752,Europe,Northern Europe,11.66395515
6/1/2007,CHF,Switzerland,6.3,1,6.3,2007,CHE,-2.222107121,73189.19255,5.66765E+11,756,Europe,Western Europe,11.75340282
6/1/2007,THB,Thailand,62,34,1.82,2007,THA,-0.690733346,4744.756593,3.17267E+11,764,Asia,South-eastern Asia,
6/1/2007,TRY,Turkey,4.75,1,4.75,2007,TUR,-4.70446591,9976.15052,7.11513E+11,792,Asia,Western Asia,
6/1/2007,UAH,Ukraine,9.25,5,1.85,2007,UKR,-14.75854536,2844.32328,1.3099E+11,804,Europe,Eastern Europe,11.11723971
1/1/2014,CAD,Canada,5.54,1,5.54,2014,CAN,1.107099383,50263.83433,1.815E+12,124,Americas,Northern America,
6/1/2007,UYU,Uruguay,62,23,2.7,2007,URY,4.243494178,11155.84525,37368467079,858,Americas,Latin America and the Caribbean,
6/1/2008,ARS,Argentina,11,3,3.67,2008,ARG,10.12539816,10385.96443,4.23627E+11,32,Americas,Latin America and the Caribbean,
6/1/2008,AUD,Australia,3.45,1,3.45,2008,AUS,2.067520093,52022.1256,1.14614E+12,36,Oceania,Australia and New Zealand,
6/1/2008,BRL,Brazil,7.5,1,7.5,2008,BRA,7.52822583,11286.24302,2.20887E+12,76,Americas,Latin America and the Caribbean,
7/1/2014,CAD,Canada,5.64,1,5.64,2014,CAN,1.107099383,50263.83433,1.815E+12,124,Americas,Northern America,
6/1/2008,CLP,Chile,1550,494,3.14,2008,CHL,5.844177296,12808.03459,2.18538E+11,152,Americas,Latin America and the Caribbean,
6/1/2008,CNY,China,12.5,6,2.08,2008,CHN,10.63614046,4550.453596,6.08716E+12,156,Asia,Eastern Asia,
6/1/2008,COP,Colombia,7000,1798,3.89,2008,COL,4.347553268,6326.549469,2.86104E+11,170,Americas,Latin America and the Caribbean,
6/1/2008,CRC,Costa Rica,1800,551,3.27,2008,CRI,4.951863844,8141.913599,37268616184,188,Americas,Latin America and the Caribbean,
6/1/2008,CZK,Czech Republic,66.08,14,4.72,2008,CZE,2.273420052,19808.07109,2.07478E+11,203,Europe,Eastern Europe,11.31697176
6/1/2008,DKK,Denmark,28,4,7,2008,DNK,1.87099111,58041.39844,3.21995E+11,208,Europe,Northern Europe,11.5078495
6/1/2008,HUF,Hungary,670,144,4.65,2008,HUN,0.65529337,13092.23376,1.30923E+11,348,Europe,Eastern Europe,11.11701475
6/1/2008,IDR,Indonesia,18700,9152,2.04,2008,IDN,6.223854181,3122.362815,7.55094E+11,360,Asia,South-eastern Asia,
6/1/2008,JPY,Japan,280,106,2.64,2008,JPN,4.191739259,44507.67639,5.7001E+12,392,Asia,Eastern Asia,
6/1/2008,MYR,Malaysia,5.5,3,1.83,2008,MYS,7.424847386,9040.566251,2.55017E+11,458,Asia,South-eastern Asia,
6/1/2008,MXN,Mexico,32,10,3.2,2008,MEX,5.118118143,9271.398233,1.0578E+12,484,Americas,Latin America and the Caribbean,
6/1/2008,NZD,New Zealand,4.9,1,4.9,2008,NZL,1.5392456,33692.01083,1.46584E+11,554,Oceania,Australia and New Zealand,
6/1/2008,NOK,Norway,40,5,8,2008,NOR,0.691663072,87770.26684,4.29131E+11,578,Europe,Northern Europe,11.63258984
6/1/2008,PKR,Pakistan,140,70,2,2008,PAK,1.606691959,988.7541283,1.77407E+11,586,Asia,Southern Asia,
6/1/2008,PEN,Peru,9.5,2,4.75,2008,PER,8.332459107,5082.354757,1.47529E+11,604,Americas,Latin America and the Caribbean,
6/1/2008,PHP,Philippines,87,44,1.98,2008,PHL,7.63226478,2124.05677,1.99591E+11,608,Asia,South-eastern Asia,
6/1/2008,PLN,Poland,7,2,3.5,2008,POL,3.606928261,12599.53358,4.79321E+11,616,Europe,Eastern Europe,11.68062687
6/1/2008,SAR,Saudi Arabia,10,3,3.33,2008,SAU,5.039493675,19262.54768,5.28207E+11,682,Asia,Western Asia,
6/1/2008,SGD,Singapore,3.95,1,3.95,2008,SGP,14.52564666,47236.96023,2.39809E+11,702,Asia,South-eastern Asia,
6/1/2008,ZAR,South Africa,16.95,7,2.42,2008,ZAF,3.039730814,7328.593646,3.75348E+11,710,Africa,Sub-Saharan Africa,
6/1/2008,LKR,Sri Lanka,210,107,1.96,2008,LKA,8.015967371,2799.648876,56725749222,144,Asia,Southern Asia,
6/1/2008,SEK,Sweden,38,5,7.6,2008,SWE,5.991968041,52132.91853,4.88909E+11,752,Europe,Northern Europe,11.6892281
6/1/2008,CHF,Switzerland,6.5,1,6.5,2008,CHE,3.002699108,74605.72102,5.83783E+11,756,Europe,Western Europe,11.76625143
6/1/2008,THB,Thailand,62,33,1.88,2008,THA,7.513590658,5076.342992,3.41105E+11,764,Asia,South-eastern Asia,
6/1/2008,TRY,Turkey,5.15,1,5.15,2008,TUR,8.487372139,10672.38925,7.71902E+11,792,Asia,Western Asia,
6/1/2008,UAH,Ukraine,11,4,2.75,2008,UKR,3.834387699,2965.142365,1.36013E+11,804,Europe,Eastern Europe,11.13358092
1/1/2015,CAD,Canada,5.7,1,5.7,2015,CAN,2.978565963,51150.75462,1.86906E+12,124,Americas,Northern America,
6/1/2008,UYU,Uruguay,61,19,3.21,2008,URY,7.803409668,11992.01663,40284481652,858,Americas,Latin America and the Caribbean,
7/1/2009,ARS,Argentina,11.5,3,3.83,2009,ARG,6.003951693,10883.31536,4.49062E+11,32,Americas,Latin America and the Caribbean,
7/1/2009,AUD,Australia,4.34,1,4.34,2009,AUS,2.462724647,52567.74568,1.17436E+12,36,Oceania,Australia and New Zealand,
7/1/2009,BRL,Brazil,8.03,1,8.03,2009,BRA,3.974423079,11627.81039,2.29666E+12,76,Americas,Latin America and the Caribbean,
7/1/2015,CAD,Canada,5.85,1,5.85,2015,CAN,2.978565963,51150.75462,1.86906E+12,124,Americas,Northern America,
7/1/2009,CLP,Chile,1750,548,3.19,2009,CHL,6.110918829,13455.83781,2.31892E+11,152,Americas,Latin America and the Caribbean,
7/1/2009,CNY,China,12.5,6,2.08,2009,CHN,9.55091409,4961.234689,6.66854E+12,156,Asia,Eastern Asia,
7/1/2009,COP,Colombia,7000,2095,3.34,2009,COL,7.362530914,6726.834686,3.07168E+11,170,Americas,Latin America and the Caribbean,
7/1/2009,CRC,Costa Rica,2000,582,3.44,2009,CRI,4.30710166,8390.479557,38873813370,188,Americas,Latin America and the Caribbean,
7/1/2009,CZK,Czech Republic,67.92,18,3.77,2009,CZE,1.777833187,20118.58781,2.11166E+11,203,Europe,Eastern Europe,11.32462496
7/1/2009,DKK,Denmark,29.5,5,5.9,2009,DNK,1.336777777,58575.60781,3.263E+11,208,Europe,Northern Europe,11.5136166
7/1/2009,HUF,Hungary,720,199,3.62,2009,HUN,1.657657422,13347.0248,1.33093E+11,348,Europe,Eastern Europe,11.12415485
7/1/2009,IDR,Indonesia,20900,10200,2.05,2009,IDN,6.169784208,3270.61949,8.01682E+11,360,Asia,South-eastern Asia,
7/1/2009,ILS,Israel,15,3,5,2009,ISR,4.968207043,31593.04412,2.45345E+11,376,Asia,Western Asia,
7/1/2009,JPY,Japan,320,92,3.48,2009,JPN,-0.11542134,44538.72619,5.69352E+12,392,Asia,Eastern Asia,
7/1/2009,MYR,Malaysia,6.77,3,2.26,2009,MYS,5.29391284,9372.007539,2.68517E+11,458,Asia,South-eastern Asia,
7/1/2009,MXN,Mexico,33,13,2.54,2009,MEX,3.66300793,9477.887185,1.09655E+12,484,Americas,Latin America and the Caribbean,
7/1/2009,NZD,New Zealand,4.9,1,4.9,2009,NZL,2.334200281,34216.55834,1.50005E+11,554,Oceania,Australia and New Zealand,
7/1/2009,NOK,Norway,40,6,6.67,2009,NOR,0.971934879,87481.14835,4.33302E+11,578,Europe,Northern Europe,11.63679052
7/1/2009,PKR,Pakistan,190,82,2.32,2009,PAK,2.74840255,994.2299577,1.82283E+11,586,Asia,Southern Asia,
7/1/2009,PEN,Peru,8.056,3,2.69,2009,PER,6.327192402,5360.226632,1.56863E+11,604,Americas,Latin America and the Caribbean,
7/1/2009,PHP,Philippines,99.39,48,2.07,2009,PHL,3.659751601,2164.85508,2.06895E+11,608,Asia,South-eastern Asia,
7/1/2009,PLN,Poland,7.6,3,2.53,2009,POL,5.01730439,13224.5778,5.0337E+11,616,Europe,Eastern Europe,11.70188774
7/1/2009,SAR,Saudi Arabia,11,3,3.67,2009,SAU,9.996857794,20553.90537,5.81011E+11,682,Asia,Western Asia,
7/1/2009,SGD,Singapore,4.22,1,4.22,2009,SGP,6.262267762,49159.38104,2.54827E+11,702,Asia,South-eastern Asia,
7/1/2009,ZAR,South Africa,17.95,8,2.24,2009,ZAF,3.284168142,7454.697803,3.87675E+11,710,Africa,Sub-Saharan Africa,
7/1/2009,LKR,Sri Lanka,210,114,1.84,2009,LKA,8.404733021,3014.578745,61493396998,144,Asia,Southern Asia,
7/1/2009,SEK,Sweden,39,7,5.57,2009,SWE,2.679228103,53126.97133,5.02008E+11,752,Europe,Northern Europe,11.7007107
7/1/2009,CHF,Switzerland,6.5,1,6.5,2009,CHE,1.692808495,75029.75782,5.93665E+11,756,Europe,Western Europe,11.77354167
7/1/2009,THB,Thailand,64.49,34,1.9,2009,THA,0.839959472,5094.466768,3.4397E+11,764,Asia,South-eastern Asia,
7/1/2009,TRY,Turkey,5.65,1,5.65,2009,TUR,11.11349557,11678.13079,8.57687E+11,792,Asia,Western Asia,
7/1/2009,UAH,Ukraine,14,7,2,2009,UKR,5.465531905,3138.46507,1.43447E+11,804,Europe,Eastern Europe,11.15669146
1/1/2016,CAD,Canada,5.84,1,5.84,2016,CAN,1.878563662,51382.42279,1.90417E+12,124,Americas,Northern America,
7/1/2009,UYU,Uruguay,61,23,2.65,2009,URY,5.162133026,12574.90357,42364020184,858,Americas,Latin America and the Caribbean,
1/1/2010,ARS,Argentina,7,3,2.33,2010,ARG,-1.026420454,10649.83729,4.44453E+11,32,Americas,Latin America and the Caribbean,
1/1/2010,AUD,Australia,4.35,1,4.35,2010,AUS,3.900900023,53673.09792,1.22018E+12,36,Oceania,Australia and New Zealand,
1/1/2010,BRL,Brazil,8.2,1,8.2,2010,BRA,1.921175986,11745.77862,2.34078E+12,76,Americas,Latin America and the Caribbean,
7/1/2016,CAD,Canada,6,1,6,2016,CAN,1.878563662,51382.42279,1.90417E+12,124,Americas,Northern America,
1/1/2010,CLP,Chile,1600,503,3.18,2010,CHL,5.318628,14035.67913,2.44226E+11,152,Americas,Latin America and the Caribbean,
1/1/2010,CNY,China,12.5,6,2.08,2010,CHN,7.859627493,5325.160106,7.19267E+12,156,Asia,Eastern Asia,
1/1/2010,COP,Colombia,8200,2095,3.91,2010,COL,3.903054219,6926.625199,3.19157E+11,170,Americas,Latin America and the Caribbean,
1/1/2010,CRC,Costa Rica,2050,582,3.52,2010,CRI,4.796919918,8689.965671,40738559067,188,Americas,Latin America and the Caribbean,
1/1/2010,CZK,Czech Republic,67.64,18,3.76,2010,CZE,-0.799844281,19929.76407,2.09477E+11,203,Europe,Eastern Europe,11.32113731
1/1/2010,DKK,Denmark,30.94,5,6.19,2010,DNK,0.226499797,58487.79355,3.27039E+11,208,Europe,Northern Europe,11.51459916
1/1/2010,HUF,Hungary,720,186,3.87,2010,HUN,-1.631403337,13197.26092,1.30922E+11,348,Europe,Eastern Europe,11.11701132
1/1/2010,IDR,Indonesia,20900,9320,2.24,2010,IDN,6.030050653,3421.27352,8.50024E+11,360,Asia,South-eastern Asia,
1/1/2010,ILS,Israel,14.9,3,4.97,2010,ISR,2.116193517,31671.48,2.50537E+11,376,Asia,Western Asia,
1/1/2010,JPY,Japan,320,91,3.52,2010,JPN,1.495089586,45276.87434,5.77864E+12,392,Asia,Eastern Asia,
1/1/2010,MYR,Malaysia,7.05,3,2.35,2010,MYS,5.473454192,9743.104797,2.83214E+11,458,Asia,South-eastern Asia,
1/1/2010,MXN,Mexico,32,12,2.67,2010,MEX,3.642322679,9690.869065,1.13649E+12,484,Americas,Latin America and the Caribbean,
1/1/2010,NZD,New Zealand,4.9,1,4.9,2010,NZL,2.225965502,34786.97398,1.53344E+11,554,Oceania,Australia and New Zealand,
1/1/2010,NOK,Norway,40,5,8,2010,NOR,2.721626792,88689.49096,4.45095E+11,578,Europe,Northern Europe,11.64845241
1/1/2010,PKR,Pakistan,200,82,2.44,2010,PAK,3.50703342,1007.443072,1.88675E+11,586,Asia,Southern Asia,
1/1/2010,PEN,Peru,8.056,2,4.03,2010,PER,6.139724706,5642.578115,1.66494E+11,604,Americas,Latin America and the Caribbean,
1/1/2010,PHP,Philippines,101.52,45,2.26,2010,PHL,6.683818881,2270.525865,2.20724E+11,608,Asia,South-eastern Asia,
1/1/2010,PLN,Poland,8.1,2,4.05,2010,POL,1.607905585,13437.24865,5.11464E+11,616,Europe,Eastern Europe,11.70881524
1/1/2010,SAR,Saudi Arabia,10,3,3.33,2010,SAU,5.411444902,21006.63701,6.12452E+11,682,Asia,Western Asia,
1/1/2010,SGD,Singapore,4.45,1,4.45,2010,SGP,4.449315805,50102.2312,2.66165E+11,702,Asia,South-eastern Asia,
1/1/2010,ZAR,South Africa,17.95,7,2.56,2010,ZAF,2.213354808,7500.018569,3.96256E+11,710,Africa,Sub-Saharan Africa,
1/1/2010,LKR,Sri Lanka,210,114,1.84,2010,LKA,9.144572246,3286.007594,67116705113,144,Asia,Southern Asia,
1/1/2010,SEK,Sweden,39,7,5.57,2010,SWE,-0.298512381,52577.98589,5.0051E+11,752,Europe,Northern Europe,11.69941234
1/1/2010,CHF,Switzerland,6.5,1,6.5,2010,CHE,1.006024097,74984.13712,5.99638E+11,756,Europe,Western Europe,11.77788895
1/1/2010,THB,Thailand,70,33,2.12,2010,THA,7.242786605,5437.870915,3.68883E+11,764,Asia,South-eastern Asia,
1/1/2010,TRY,Turkey,5.65,1,5.65,2010,TUR,4.789940281,12039.2957,8.9877E+11,792,Asia,Western Asia,
1/1/2010,UAH,Ukraine,14,7,2,2010,UKR,0.238681306,3153.739245,1.43789E+11,804,Europe,Eastern Europe,11.15772681
4/1/2000,USD,United States,2.24,1,2.24,2000,USA,1.74169525,45087.36728,1.29683E+13,840,Americas,Northern America,
1/1/2010,UYU,Uruguay,77,23,3.35,2010,URY,3.538178707,12981.14011,43862934925,858,Americas,Latin America and the Caribbean,
7/1/2010,ARS,Argentina,14,3,4.67,2010,ARG,-1.026420454,10649.83729,4.44453E+11,32,Americas,Latin America and the Caribbean,
7/1/2010,AUD,Australia,4.35,1,4.35,2010,AUS,3.900900023,53673.09792,1.22018E+12,36,Oceania,Australia and New Zealand,
7/1/2010,BRL,Brazil,8.71,1,8.71,2010,BRA,1.921175986,11745.77862,2.34078E+12,76,Americas,Latin America and the Caribbean,
4/1/2001,USD,United States,2.24,1,2.24,2001,USA,2.861210767,45980.51458,1.33393E+13,840,Americas,Northern America,
7/1/2010,CLP,Chile,1750,523,3.35,2010,CHL,5.318628,14035.67913,2.44226E+11,152,Americas,Latin America and the Caribbean,
7/1/2010,CNY,China,13.2,6,2.2,2010,CHN,7.859627493,5325.160106,7.19267E+12,156,Asia,Eastern Asia,
7/1/2010,COP,Colombia,8200,1868,4.39,2010,COL,3.903054219,6926.625199,3.19157E+11,170,Americas,Latin America and the Caribbean,
7/1/2010,CRC,Costa Rica,2000,522,3.83,2010,CRI,4.796919918,8689.965671,40738559067,188,Americas,Latin America and the Caribbean,
7/1/2010,CZK,Czech Republic,67.64,19,3.56,2010,CZE,-0.799844281,19929.76407,2.09477E+11,203,Europe,Eastern Europe,11.32113731
7/1/2010,DKK,Denmark,28.5,5,5.7,2010,DNK,0.226499797,58487.79355,3.27039E+11,208,Europe,Northern Europe,11.51459916
7/1/2010,HUF,Hungary,740,221,3.35,2010,HUN,-1.631403337,13197.26092,1.30922E+11,348,Europe,Eastern Europe,11.11701132
7/1/2010,IDR,Indonesia,22780,9063,2.51,2010,IDN,6.030050653,3421.27352,8.50024E+11,360,Asia,South-eastern Asia,
7/1/2010,ILS,Israel,14.9,3,4.97,2010,ISR,2.116193517,31671.48,2.50537E+11,376,Asia,Western Asia,
7/1/2010,JPY,Japan,320,87,3.68,2010,JPN,1.495089586,45276.87434,5.77864E+12,392,Asia,Eastern Asia,
7/1/2010,MYR,Malaysia,7.05,3,2.35,2010,MYS,5.473454192,9743.104797,2.83214E+11,458,Asia,South-eastern Asia,
7/1/2010,MXN,Mexico,32,12,2.67,2010,MEX,3.642322679,9690.869065,1.13649E+12,484,Americas,Latin America and the Caribbean,
7/1/2010,NZD,New Zealand,5,1,5,2010,NZL,2.225965502,34786.97398,1.53344E+11,554,Oceania,Australia and New Zealand,
7/1/2010,NOK,Norway,45,6,7.5,2010,NOR,2.721626792,88689.49096,4.45095E+11,578,Europe,Northern Europe,11.64845241
7/1/2010,PKR,Pakistan,210,85,2.47,2010,PAK,3.50703342,1007.443072,1.88675E+11,586,Asia,Southern Asia,
7/1/2010,PEN,Peru,10,2,5,2010,PER,6.139724706,5642.578115,1.66494E+11,604,Americas,Latin America and the Caribbean,
7/1/2010,PHP,Philippines,102,46,2.22,2010,PHL,6.683818881,2270.525865,2.20724E+11,608,Asia,South-eastern Asia,
